requisition_id,job_title,department,location,seniority_level,requisition_template_id,target_hires,candidate_id,source_name,applied_at,reviewed_at,interviewed_at,offer_extended_at,offer_accepted,hire_date,skills,sla_met,reviewed,interviewed,offer_extended,hired,skills_parsed
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0087,Dice,2024-12-10 11:26:39,,,,False,,['Firewalls'],False,False,False,False,False,['Firewalls']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0088,Dice,2024-01-17 05:20:55,,,,False,,"['NIST Cybersecurity Framework', 'Incident Management']",True,False,False,False,False,"['NIST Cybersecurity Framework', 'Incident Management']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0089,Dice,2025-02-17 20:52:18,,,,False,,"['IT Support', 'Cloud Security']",False,False,False,False,False,"['IT Support', 'Cloud Security']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0090,Dice,2025-02-07 03:11:04,,,,False,,['Firewalls'],False,False,False,False,False,['Firewalls']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0091,Dice,2024-07-22 19:22:11,,,,False,,[],False,False,False,False,False,[]
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0092,Dice,2024-06-04 15:36:41,,,,False,,"['AWS', 'Incident Management', 'Risk Assessment']",False,False,False,False,False,"['AWS', 'Incident Management', 'Risk Assessment']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0093,Dice,2023-11-17 17:38:54,,,,False,,"['Firewalls', 'IT Support']",True,False,False,False,False,"['Firewalls', 'IT Support']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0094,Dice,2023-11-08 05:24:32,,,,False,,"['AWS', 'Firewalls']",False,False,False,False,False,"['AWS', 'Firewalls']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0095,GitHub,2024-07-21 02:41:14,2024-07-22 18:41:14,2024-08-05 18:41:14,,False,,['Risk Assessment'],True,True,True,False,False,['Risk Assessment']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0096,GitHub,2024-07-30 07:15:41,2024-07-30 12:15:41,,,False,,"['NIST Cybersecurity Framework', 'Incident Management']",True,True,False,False,False,"['NIST Cybersecurity Framework', 'Incident Management']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0097,GitHub,2024-11-14 20:57:21,2024-11-16 17:57:21,,,False,,['Risk Analysis'],True,True,False,False,False,['Risk Analysis']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0098,GitHub,2024-05-12 17:03:22,2024-05-14 08:03:22,2024-05-21 08:03:22,,False,,['Quantum Physics'],True,True,True,False,False,['Quantum Physics']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0099,GitHub,2024-01-30 18:30:46,2024-01-31 04:30:46,,,False,,['IT Support'],True,True,False,False,False,['IT Support']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0100,GitHub,2024-11-24 11:19:51,2024-11-26 06:19:51,2024-12-10 06:19:51,,False,,"['AWS', 'IT Support', 'Risk Analysis']",True,True,True,False,False,"['AWS', 'IT Support', 'Risk Analysis']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0101,GitHub,2023-12-17 11:40:07,2023-12-17 16:40:07,2023-12-22 16:40:07,,False,,"['Firewalls', 'Incident Management', 'Microsoft PowerShell']",True,True,True,False,False,"['Firewalls', 'Incident Management', 'Microsoft PowerShell']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0102,GitHub,2024-06-25 05:38:15,2024-06-25 11:38:15,,,False,,"['NIST Cybersecurity Framework', 'IT Support', 'Microsoft PowerShell', 'Wireshark']",True,True,False,False,False,"['NIST Cybersecurity Framework', 'IT Support', 'Microsoft PowerShell', 'Wireshark']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0103,GitHub,2024-03-07 00:47:14,2024-03-08 05:47:14,,,False,,"['NIST Cybersecurity Framework', 'IT Support', 'Cloud Security']",True,True,False,False,False,"['NIST Cybersecurity Framework', 'IT Support', 'Cloud Security']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0104,GitHub,2024-12-26 23:12:28,2024-12-27 11:12:28,,,False,,"['Firewalls', 'Cyber Engineering']",True,True,False,False,False,"['Firewalls', 'Cyber Engineering']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0105,GitHub,2024-01-20 17:54:09,2024-01-22 11:54:09,,,False,,['Cyber Engineering'],True,True,False,False,False,['Cyber Engineering']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0106,CyberSec Jobs,2024-12-20 04:52:02,2024-12-22 21:52:02,,,False,,"['NIST Cybersecurity Framework', 'Microsoft PowerShell', 'Risk Analysis']",False,True,False,False,False,"['NIST Cybersecurity Framework', 'Microsoft PowerShell', 'Risk Analysis']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0107,CyberSec Jobs,2024-12-20 00:03:59,2024-12-21 16:03:59,,,False,,"['Cloud Security', 'Microsoft PowerShell']",True,True,False,False,False,"['Cloud Security', 'Microsoft PowerShell']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0108,CyberSec Jobs,2024-08-21 13:49:55,2024-08-25 11:49:55,2024-09-07 11:49:55,,False,,"['Incident Management', 'Python', 'Risk Analysis']",False,True,True,False,False,"['Incident Management', 'Python', 'Risk Analysis']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0109,CyberSec Jobs,2024-08-09 07:08:38,2024-08-10 12:08:38,,,False,,[],True,True,False,False,False,[]
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0110,CyberSec Jobs,2023-11-03 00:34:27,,,,False,,"['Firewalls', 'IT Support', 'Cloud Security', 'Incident Management']",False,False,False,False,False,"['Firewalls', 'IT Support', 'Cloud Security', 'Incident Management']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0111,Internal,2024-03-25 18:11:29,,,,False,,"['AWS', 'Firewalls']",False,False,False,False,False,"['AWS', 'Firewalls']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0112,Internal,2024-08-25 05:19:15,2024-08-29 04:19:15,2024-09-03 04:19:15,,False,,"['Cyber Engineering', 'Risk Analysis']",False,True,True,False,False,"['Cyber Engineering', 'Risk Analysis']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0113,Internal,2024-04-01 00:43:36,2024-04-02 07:43:36,,,False,,"['IT Support', 'Incident Management', 'Microsoft PowerShell', 'Python']",True,True,False,False,False,"['IT Support', 'Incident Management', 'Microsoft PowerShell', 'Python']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0114,Internal,2024-05-04 12:29:12,2024-05-04 18:29:12,,,False,,['AWS'],True,True,False,False,False,['AWS']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0115,Internal,2024-10-14 23:43:55,,,,False,,['Firewalls'],False,False,False,False,False,['Firewalls']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0116,Internal,2024-10-07 15:56:08,,,,False,,"['AWS', 'Firewalls', 'Incident Management']",False,False,False,False,False,"['AWS', 'Firewalls', 'Incident Management']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0117,Internal,2024-12-24 13:38:46,,,,False,,['Risk Assessment'],False,False,False,False,False,['Risk Assessment']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0118,Internal,2024-12-03 02:09:48,,,,False,,"['Firewalls', 'Cloud Security', 'Incident Management']",False,False,False,False,False,"['Firewalls', 'Cloud Security', 'Incident Management']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0119,Internal,2023-11-24 22:52:18,2023-11-25 17:52:18,,,False,,"['NIST Cybersecurity Framework', 'Cloud Security']",True,True,False,False,False,"['NIST Cybersecurity Framework', 'Cloud Security']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0120,Internal,2024-02-25 05:46:34,2024-02-26 06:46:34,2024-03-09 06:46:34,2024-03-16 06:46:34,False,,['AWS'],True,True,True,True,False,['AWS']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0121,Referral,2023-12-20 14:58:32,2023-12-22 10:58:32,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Risk Assessment', 'Microsoft PowerShell']",True,True,False,False,False,"['AWS', 'NIST Cybersecurity Framework', 'Risk Assessment', 'Microsoft PowerShell']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0122,Referral,2024-12-22 05:37:20,2024-12-23 17:37:20,2025-01-03 17:37:20,,False,,['Risk Assessment'],True,True,True,False,False,['Risk Assessment']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0123,Referral,2024-12-01 20:48:50,2024-12-02 14:48:50,,,False,,"['NIST Cybersecurity Framework', 'Cloud Security', 'Incident Management', 'Wireshark']",True,True,False,False,False,"['NIST Cybersecurity Framework', 'Cloud Security', 'Incident Management', 'Wireshark']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0124,Referral,2025-02-12 12:54:30,2025-02-13 22:54:30,,,False,,"['Firewalls', 'Python']",True,True,False,False,False,"['Firewalls', 'Python']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0125,Referral,2024-02-05 19:55:46,2024-02-06 09:55:46,,,False,,"['IT Support', 'Cloud Security', 'Microsoft PowerShell']",True,True,False,False,False,"['IT Support', 'Cloud Security', 'Microsoft PowerShell']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0126,Referral,2024-06-16 23:49:10,,,,False,,['Incident Management'],False,False,False,False,False,['Incident Management']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0127,Referral,2024-02-15 20:58:18,2024-02-17 11:58:18,,,False,,['Risk Assessment'],True,True,False,False,False,['Risk Assessment']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0128,Referral,2024-09-14 22:21:00,2024-09-18 10:21:00,,,False,,"['AWS', 'IT Support', 'Python', 'Risk Analysis']",False,True,False,False,False,"['AWS', 'IT Support', 'Python', 'Risk Analysis']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0129,Referral,2024-07-27 02:10:44,2024-07-29 01:10:44,,,False,,['Python'],True,True,False,False,False,['Python']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0130,Referral,2024-08-21 18:57:07,2024-08-23 03:57:07,2024-09-05 03:57:07,,False,,[],True,True,True,False,False,[]
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0131,Indeed,2025-01-12 05:36:21,2025-01-12 10:36:21,2025-01-28 18:36:21,,False,,"['NIST Cybersecurity Framework', 'Python']",True,True,True,False,False,"['NIST Cybersecurity Framework', 'Python']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0132,Indeed,2025-01-01 21:38:43,2025-01-03 00:38:43,2025-01-17 09:38:43,,False,,"['Firewalls', 'IT Support', 'Risk Analysis']",True,True,True,False,False,"['Firewalls', 'IT Support', 'Risk Analysis']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0133,Indeed,2024-10-18 02:23:35,2024-10-20 12:23:35,2024-10-28 12:23:35,,False,,"['AWS', 'Firewalls', 'Cloud Security', 'Risk Analysis']",False,True,True,False,False,"['AWS', 'Firewalls', 'Cloud Security', 'Risk Analysis']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0134,Indeed,2024-10-01 21:18:49,2024-10-02 21:18:49,,,False,,[],True,True,False,False,False,[]
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0135,Indeed,2024-11-29 00:20:11,2024-11-29 02:20:11,,,False,,['Wireshark'],True,True,False,False,False,['Wireshark']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0136,Indeed,2025-01-28 06:49:17,2025-01-29 23:49:17,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Incident Management', 'Risk Assessment', 'Python']",True,True,False,False,False,"['AWS', 'NIST Cybersecurity Framework', 'Incident Management', 'Risk Assessment', 'Python']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0137,Indeed,2024-12-13 00:19:12,2024-12-14 00:19:12,,,False,,"['NIST Cybersecurity Framework', 'IT Support', 'Cloud Security', 'Wireshark']",True,True,False,False,False,"['NIST Cybersecurity Framework', 'IT Support', 'Cloud Security', 'Wireshark']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0138,Indeed,2024-10-22 14:01:09,2024-10-23 14:01:09,,,False,,"['AWS', 'NIST Cybersecurity Framework']",True,True,False,False,False,"['AWS', 'NIST Cybersecurity Framework']"
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0139,Indeed,2024-12-03 00:25:15,,,,False,,['IT Support'],False,False,False,False,False,['IT Support']
05952BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05952BR_C0140,Indeed,2024-01-08 04:14:02,,,,False,,"['Incident Management', 'Microsoft PowerShell']",False,False,False,False,False,"['Incident Management', 'Microsoft PowerShell']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0141,LinkedIn,2024-11-30 11:22:25,2024-12-02 01:22:25,,,False,,"['AWS', 'Cloud Security']",True,True,False,False,False,"['AWS', 'Cloud Security']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0142,LinkedIn,2024-04-19 22:19:16,2024-04-21 06:19:16,,,False,,['IT Support'],True,True,False,False,False,['IT Support']
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0143,LinkedIn,2024-07-21 15:59:07,2024-07-22 13:59:07,,,False,,['Cyber Engineering'],True,True,False,False,False,['Cyber Engineering']
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0144,LinkedIn,2024-05-16 06:33:29,2024-05-18 04:33:29,,,False,,['IT Support'],True,True,False,False,False,['IT Support']
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0145,LinkedIn,2024-01-19 11:02:17,,,,False,,"['Firewalls', 'Cloud Security', 'Risk Assessment']",False,False,False,False,False,"['Firewalls', 'Cloud Security', 'Risk Assessment']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0146,LinkedIn,2023-12-18 20:04:33,2023-12-19 13:04:33,2023-12-31 13:04:33,,False,,"['NIST Cybersecurity Framework', 'Risk Assessment']",True,True,True,False,False,"['NIST Cybersecurity Framework', 'Risk Assessment']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0147,LinkedIn,2024-05-28 10:31:25,2024-05-30 06:31:25,,,False,,"['Firewalls', 'Incident Management']",True,True,False,False,False,"['Firewalls', 'Incident Management']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0148,LinkedIn,2024-03-25 17:44:03,2024-03-26 09:44:03,2024-04-11 21:44:03,,False,,"['Firewalls', 'IT Support', 'Cloud Security', 'Risk Analysis']",True,True,True,False,False,"['Firewalls', 'IT Support', 'Cloud Security', 'Risk Analysis']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0149,LinkedIn,2024-05-30 07:09:04,2024-05-31 08:09:04,,,False,,"['AWS', 'NIST Cybersecurity Framework', 'Incident Management']",True,True,False,False,False,"['AWS', 'NIST Cybersecurity Framework', 'Incident Management']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0150,LinkedIn,2024-01-19 12:20:21,2024-01-19 15:20:21,,,False,,"['Cloud Security', 'Incident Management', 'Risk Assessment', 'Quantum Physics']",True,True,False,False,False,"['Cloud Security', 'Incident Management', 'Risk Assessment', 'Quantum Physics']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0151,LinkedIn,2024-11-01 04:13:46,,,,False,,"['IT Support', 'Cloud Security', 'Incident Management']",False,False,False,False,False,"['IT Support', 'Cloud Security', 'Incident Management']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0152,LinkedIn,2025-02-24 17:53:12,2025-02-24 18:53:12,2025-03-06 15:53:12,,False,,"['AWS', 'Risk Assessment']",True,True,True,False,False,"['AWS', 'Risk Assessment']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0153,Dice,2024-11-18 05:31:35,,,,False,,['NIST Cybersecurity Framework'],False,False,False,False,False,['NIST Cybersecurity Framework']
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0154,Dice,2024-12-22 07:31:24,,,,False,,"['AWS', 'Firewalls', 'IT Support']",False,False,False,False,False,"['AWS', 'Firewalls', 'IT Support']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0155,Dice,2024-03-31 09:16:07,,,,False,,['Firewalls'],False,False,False,False,False,['Firewalls']
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0156,Dice,2023-10-15 04:33:22,,,,False,,[],False,False,False,False,False,[]
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0157,Dice,2023-10-16 10:51:37,,,,False,,"['AWS', 'Incident Management', 'Risk Assessment']",False,False,False,False,False,"['AWS', 'Incident Management', 'Risk Assessment']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0158,Dice,2024-09-29 02:16:37,,,,False,,['IT Support'],False,False,False,False,False,['IT Support']
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0159,Dice,2024-03-14 10:50:14,,,,False,,"['Firewalls', 'Incident Management']",True,False,False,False,False,"['Firewalls', 'Incident Management']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0160,Dice,2024-06-19 14:31:00,,,,False,,"['NIST Cybersecurity Framework', 'Risk Assessment']",False,False,False,False,False,"['NIST Cybersecurity Framework', 'Risk Assessment']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0161,Dice,2024-03-29 15:45:04,,,,False,,"['AWS', 'Firewalls', 'IT Support']",False,False,False,False,False,"['AWS', 'Firewalls', 'IT Support']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0162,Dice,2024-02-16 11:32:44,2024-02-16 20:32:44,2024-02-29 21:32:44,,False,,"['IT Support', 'Incident Management', 'Python', 'Risk Analysis']",True,True,True,False,False,"['IT Support', 'Incident Management', 'Python', 'Risk Analysis']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0163,Dice,2023-12-16 03:14:53,2023-12-17 23:14:53,,,False,,[],True,True,False,False,False,[]
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0164,Dice,2024-05-14 04:57:52,2024-05-14 11:57:52,,,False,,"['AWS', 'Incident Management']",True,True,False,False,False,"['AWS', 'Incident Management']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0165,GitHub,2024-02-20 22:13:37,2024-02-22 07:13:37,,,False,,['NIST Cybersecurity Framework'],True,True,False,False,False,['NIST Cybersecurity Framework']
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0166,GitHub,2023-12-18 02:31:10,2023-12-18 05:31:10,,,False,,"['AWS', 'Firewalls', 'IT Support']",True,True,False,False,False,"['AWS', 'Firewalls', 'IT Support']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0167,GitHub,2024-11-20 18:50:51,,,,False,,"['IT Support', 'Incident Management']",False,False,False,False,False,"['IT Support', 'Incident Management']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0168,GitHub,2024-12-18 12:00:58,2024-12-20 10:00:58,,,False,,"['NIST Cybersecurity Framework', 'Cloud Security']",True,True,False,False,False,"['NIST Cybersecurity Framework', 'Cloud Security']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0169,GitHub,2025-01-18 21:20:19,2025-01-20 04:20:19,,,False,,['Firewalls'],True,True,False,False,False,['Firewalls']
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0170,GitHub,2024-09-19 21:47:07,2024-09-21 18:47:07,2024-09-28 18:47:07,,False,,"['NIST Cybersecurity Framework', 'Cloud Security']",True,True,True,False,False,"['NIST Cybersecurity Framework', 'Cloud Security']"
05953BR,Senior Security Engineer,Security,Remote,Senior,TMPL-SEC-SR-001,1,05953BR_C0171,GitHub,2024-04-01 05:10:00,2024-04-02 19:10:00,2024-04-05 19:10:00,,False,,"['NIST Cybersecurity Framework', 'Firewalls', 'Risk Assessment']",True,True,True,False,False,"['NIST Cybersecurity Framework', 'Firewalls', 'Risk Assessment']"
